Intitulé du poste,Date de publication,lieu,competences,Nom de la société,Type de contrat,Salaire minimum,Salaire maximum,origine
"lead data   système, réseaux, données ",2023-01-24,paris,"python, sql, outils, machine learning, git, postgresql, cloud",jobs_that_makesense,cdi,,,tarik
master data supply chain sap   création ,2023-01-24,rungis,"test, sap, excel",page personnel,cdi,41000.0,47000.0,tarik
data engineer,2023-01-24,nanterre,"python, sql, support, power bi, devops, excel",infogene,cdi,,,tarik
data analyst,2023-01-24,paris,"outils, excel",michael page international france,cdi,40000.0,46000.0,tarik
chef de projet,2023-01-24,paris,,sas proxiel,cdi,,,tarik
chef de projet,2023-01-24,paris,,sas proxiel,cdi,,,tarik
consultant,2023-01-24,paris,"python, sql, agile, outils, validation, data management, scrum, acquisition, windows, power bi, cloud, tableau, sécurité, excel",saegus,cdi,,,tarik
data analyst,2023-01-24,paris,"sql, bases de données, power bi, qlik, tableau",acssi,cdi,,,tarik
business analyst,2023-01-24,paris,"test, recette, outils, git, ios",koders,cdi,,,tarik
manager,2023-01-24,paris,"sql, git, bases de données, qlik, sécurité, talend, etl",michael page international france,cdi,48000.0,50000.0,tarik
"ingénieur data  bi   système, réseaux, données ",2023-01-24,boulogne billancourt,"communication, bases de données",alten,cdi,33000.0,42000.0,tarik
data scientist,2023-01-24,boulogne billancourt,"python, sql, machine learning, sécurité, spark",agap2it,cdi,35000.0,60000.0,tarik
consultant,2023-01-24,paris,business intelligence,irex consulting,cdi,,,tarik
chef de projet,2023-01-24,boulogne billancourt,"sql, test, recette, communication, bases de données, support, talend, etl",lhhleaders.fr,cdi,45000.0,53000.0,tarik
data analyst,2023-01-24,paris,"test, outils, bases de données, support, sap, tableau",michael page international france,intérim,40000.0,45000.0,tarik
data scientist,2023-01-24,charenton le pont,"python, sql, test, outils, machine learning, git, cloud",bnp paribas,cdi,,,tarik
data analyst,2023-01-24,courbevoie,"python, sql, recette, communication, git, support, réseaux",enedis,cdi,,,tarik
charge d'etudes actuarielles data et pilotage  ,2023-01-24,paris,"agile, recette, communication, tableau",nan,cdi,,,tarik
assistant commercial et de gestion   nm data ,2023-01-24,paris,"outils, marketing, git, bases de données",nm data,intérim,,,tarik
manager,2023-01-24,gif sur yvette,"outils, communication, git, excel",orano - csp idf,cdi,,,tarik
manager,2023-01-24,chatillon,"test, git, support, sécurité, excel, ios, etl",orano - csp idf,cdi,,,tarik
data analyst,2023-01-24,chatillon,"outils, data management, git, tableau, sécurité",orano - csp idf,cdi,,,tarik
data scientist,2023-01-23,paris,"test, big data, outils, intelligence artificielle, validation, machine learning, support, ios",nan,cdi,,,tarik
manager,2023-01-23,issy les moulineaux,"sql, outils, vba, excel",nan,cdi,,,tarik
manager,2023-01-23,ile de france,"outils, communication, marketing, machine learning, excel",nan,cdi,,,tarik
manager,2023-01-23,ile de france,"outils, communication, marketing, machine learning, excel",nan,cdi,,,tarik
manager,2023-01-23,ile de france,"outils, communication, marketing, machine learning, excel",nan,cdi,,,tarik
data scientist,2023-01-23,courbevoie,"python, sql, outils, intelligence artificielle, machine learning, git, bases de données, cloud, excel, nlp, tensorflow",nan,cdi,,,tarik
data scientist,2023-01-23,paris,"python, machine learning, cloud, spark",nan,cdi,,,tarik
data scientist,2023-01-23,gennevilliers,"python, sql, test, validation, postgresql, cloud, devops, sécurité",nan,cdi,,,tarik
manager,2023-01-23,guyancourt,"agile, test, outils, communication, validation, git, support",nan,cdd,,,tarik
manager,2023-01-23,paris,"outils, data management, vba, excel",nan,cdd,,,tarik
data scientist,2023-01-25,courbevoie,"python, sql, test, outils, communication, git, power bi, vba, excel",nan,cdi,,,tarik
data miner ,2023-01-23,paris,"python, sql, marketing, git, support, spark",nan,cdi,,,tarik
data scientist,2023-01-23,massy,"agile, test, outils, communication, machine learning, devops, excel",nan,cdi,,,tarik
manager,2023-01-23,roissy en france,"big data, sécurité",nan,cdi,,,tarik
data scientist,2023-01-23,ile de france,"python, hadoop, machine learning, sécurité, spark",nan,cdi,,,tarik
data scientist,2023-01-23,paris,"sql, outils, marketing, git, bases de données, excel",nan,cdi,,,tarik
data scientist,2023-01-23,charenton le pont,"python, sql, agile, big data, outils, hadoop, machine learning, git, cloud, salesforce, spark",nan,cdi,,,tarik
chef de projet,2023-01-23,paris,"test, communication, bases de données, support",isabelle sourati,cdi,40000.0,50000.0,tarik
data analyst,2023-01-23,paris,"outils, réseaux",cnsa,cdi,,,tarik
data analyst,2023-01-23,paris,"python, sql, test, communication, marketing, machine learning, bases de données, windows, tableau, excel",yassir,cdi,,,tarik
data analyst,2023-01-23,paris,"sql, outils, marketing, git, tableau",nexity,cdd,,,tarik
data analyst,2023-01-23,paris,"sql, agile, outils, support, tableau, sécurité, vba",accelite,intérim,,,tarik
data scientist,2023-01-23,paris,"python, test, outils, machine learning, bases de données, sas, excel",caisse des depots et consignations,cdi,,,tarik
data scientist,2023-01-23,boulogne billancourt,"python, sql, outils, marketing, git, power bi, cloud",mherit,cdi,40000.0,42000.0,tarik
data scientist,2023-01-23,boulogne billancourt,"python, sql, outils, marketing, git, power bi, cloud",mherit,cdi,40000.0,42000.0,tarik
manager,2023-01-23,magny les hameaux,"outils, plm, git, support",safran nacelles,cdi,,,tarik
data analyst,2023-01-25,paris,"outils, git, web",nan,cdi,,,tarik
data engineer,2023-01-23,levallois perret,"agile, test, big data, recette, communication, git, scrum, scala, devops, spark",inventiv it,cdi,,,tarik
consultant,2023-01-24,courbevoie,"outils, sap, tableau, moa, excel",act-on group,cdi,,,tarik
chef de projet,2023-01-23,paris,"agile, outils, support, cloud",ibm interactive,cdi,,,tarik
data analyst,2023-01-23,paris,"outils, réseaux, sas",cnsa,cdi,,,tarik
data analyst,2023-01-23,sevres,"python, outils, communication, git, bases de données, power bi, tableau, excel, crm",preciphar,cdi,42000.0,50000.0,tarik
data analyst,2023-01-25,wissous,"qlik, qlikview",nan,cdi,,,tarik
data scientist,2023-01-25,issy les moulineaux,cloud,nan,cdi,,,tarik
business analyst,2023-01-25,montrouge,,nan,cdi,,,tarik
data analyst,2023-01-25,paris,,nan,cdi,,,tarik
responsable,2023-01-25,aubervilliers,agile,nan,cdi,,,tarik
data scientist,2023-01-25,rueil malmaison,,nan,cdi,,,tarik
manager,2023-01-22,orly,"sql, git, support, power bi, tableau",nan,cdi,,,tarik
manager,2023-01-22,charenton le pont,"data management, support, réseaux, excel",nan,cdi,,,tarik
data analyst,2023-01-22,charenton le pont,"python, outils, réseaux, vba, excel, data quality",nan,cdi,,,tarik
manager,2023-01-22,massy,"python, sql, outils, git, support, acquisition, web, cloud, tableau",nan,cdi,,,tarik
manager,2023-01-22,paris  dept,"communication, data management, git, support",nan,cdi,,,tarik
manager,2023-01-22,ile de france,sécurité,nan,cdd,,,tarik
manager,2023-01-22,ile de france,sécurité,nan,intérim,,,tarik
consultant,2023-01-21,bezons,"data management, git, cloud, sécurité",atos,cdi,,,tarik
data miner ,2023-01-21,hauts de seine,"outils, communication, marketing, web",openclassrooms,cdi,,,tarik
data miner ,2023-01-24,seine saint denis,"outils, communication, marketing, web",openclassrooms,cdi,,,tarik
data miner ,2023-01-24,seine et marne,"outils, communication, marketing, web",openclassrooms,cdi,,,tarik
manager,2023-01-21,gif sur yvette,"outils, git, excel",nan,cdi,,,tarik
chef de projet,2023-01-21,paris,"sql, test, recette, outils, communication, support, moe, moa, excel",hesperie conseil,cdi,,,tarik
data engineer,2023-01-20,,"python, sql, agile, test, big data, outils, git, support, scrum, scala, spring, cloud, devops, excel, ios, spark",nan,nan,,,tarik
data scientist,2023-01-20,courbevoie,"python, sql, outils, intelligence artificielle, machine learning, git, bases de données, cloud, nlp, tensorflow",nan,cdi,,,tarik
data engineer,2023-01-20,,"sql, agile, big data, outils, git, support, scala, cloud, devops, excel, ios, spark",nan,nan,,,tarik
responsable,2023-01-20,massy,"agile, communication, saas, git, support, sas, sap, windows, unix, cloud, tableau, unix",nan,cdi,,,tarik
data analyst,2023-01-25,creteil,"sql, communication, tableau, excel",kaino consulting,cdi,,,tarik
chef de projet,2023-01-20,paris,,nextgen rh,intérim,45000.0,55000.0,tarik
data scientist,2023-01-20,paris,"python, sql, marketing, cloud, spark",harnham,cdi,40000.0,50000.0,tarik
data engineer,2023-01-20,bezons,big data,atos,cdi,,,tarik
chef de projet,2023-01-20,les ulis,"communication, marketing, acquisition, crm",page personnel,cdi,30000.0,40000.0,tarik
data scientist,2023-01-20,seine saint denis,,nan,cdi,,,tarik
référent,2023-01-20,st denis,"agile, communication, acquisition, devops, sécurité",sncf act,cdi,,,tarik
"développeur data intégration   système, réseaux, données ",2023-01-20,st ouen l aumone,"python, sql, test, big data, recette, outils, validation, bases de données, java, scala, sql server, oracle, mysql, postgresql, cloud, sécurité, talend, etl, spark",c.f.e.b. sisley,cdd,,,tarik
data analyst,2023-01-20,paris,power bi,findit consulting,cdi,45000.0,55000.0,tarik
data analyst,2023-01-20,paris,power bi,findit consulting,cdi,45000.0,55000.0,tarik
data analyst,2023-01-26,paris,"python, sql, outils, bases de données, sas, power bi, tableau, excel",chela +,cdi,,,tarik
data analyst,2023-01-20,asnieres sur seine,"outils, communication, marketing, business intelligence, git, support, sap, power bi, crm",diagnostica stago,cdi,,,tarik
data engineer,2023-01-20,paris,"python, sql, big data, outils, communication, nosql, machine learning, bases de données, scrum, web, cloud",rd2 conseil,cdd,,,tarik
manager,2023-01-20,paris,"bases de données, sas",tempopharma,cdi,,,tarik
data analyst,2023-01-25,nanterre,"test, outils, communication, sas",kaino consulting,cdi,,,tarik
chef de projet,2023-01-20,nanterre,"test, outils, sap, excel",axa france iard,cdi,,,tarik
data engineer,2023-01-20,guyancourt,"test, outils, intelligence artificielle, tableau, sécurité",crédit agricole payment services,intérim,,,tarik
consultant,2023-01-20,paris,"big data, qlik, tableau, qlikview, excel, cognos",mc2i,cdi,,,tarik
data scientist,2023-01-20,guyancourt,"python, outils, intelligence artificielle, marketing, data management, machine learning, sas, sécurité",crédit agricole payment services,cdi,,,tarik
data engineer,2023-01-20,paris,"python, sql, outils, communication, nosql, hadoop, git, support, java, scala, linux, devops, spark",2m-advisory,intérim,,,tarik
cheffe de projets statistiques  data et conception d'outils   informatique de gestion ,2023-01-20,paris,"sql, outils, git, bases de données, java, power bi, sql server, c#, javascript, excel",uniformation,cdi,40000.0,45000.0,tarik
chef de projet,2023-01-20,versailles,"support, sap, salesforce, data quality, talend, etl",pearl executive search,cdi,,,tarik
data engineer,2023-01-20,boulogne billancourt,"sql, support, cloud",viveris,cdi,,,tarik
data analyst,2023-01-25,paris,"big data, outils, saas",nan,cdi,,,tarik
data analyst,2023-01-19,paris,"sql, big data, recette, tableau, etl",chronopost,cdi,,,tarik
data analyst,2023-01-19,essonne,"outils, qlik, tableau, qlikview, excel",nan,cdi,,,tarik
product owner data lake   cdi,2023-01-19,courbevoie,"communication, git, support, web, cloud, qlik, sécurité, data quality",nan,intérim,,,tarik
master data supply chain sap ,2023-01-19,ivry sur seine,"test, sap, excel",pp,cdi,41000.0,47000.0,tarik
business analyst,2023-01-24,paris,"test, recette, communication, support, qlik, moe, moa",2m-advisory,cdi,,,tarik
business analyst,2023-01-24,paris,"test, recette, communication, support, qlik, moe, moa",2m-advisory,cdi,,,tarik
consultant,2023-01-19,paris,"python, sql, agile, recette, communication, power bi, cloud, tableau, excel",dogfinance,cdi,,,tarik
data engineer,2023-01-19,paris,"python, sql, outils, cloud",dataworks,cdi,45000.0,60000.0,tarik
manager,2023-01-19,paris,"sql, communication, support, power bi, tableau, moa, excel, salesforce, etl",transitions pro idf,cdi,,,tarik
chef de projet,2023-01-19,paris,"recette, outils, communication, support, réseaux, sécurité",optedis,cdi,,,tarik
data analyst,2023-01-19,paris,"python, sql, bases de données, cloud",dogfinance,cdd,,,tarik
data scientist,2023-01-19,val de marne,"outils, intelligence artificielle",nan,cdi,,,tarik
"juriste data privacycorporate min. 5 ans   droit, fiscalité ",2023-01-19,paris,,fed légal,cdi,40000.0,55000.0,tarik
data engineer,2023-01-19,nanterre,"python, sql, agile, test, big data, outils, git, support, scrum, scala, spring, cloud, devops, excel, ios, spark",hays france,cdi,,,tarik
data analyst,2023-01-19,paris,"outils, communication, git, power bi, cloud, tableau, ios, etl",752675-paris direction du numerique,cdd,,,tarik
data analyst,2023-01-20,creteil,"python, sql, outils, communication, bases de données, sas, power bi, tableau, ios",caf du val-de-marne,cdi,32000.0,33000.0,tarik
chef de projet,2023-01-18,ile de france,"sql, outils, communication, marketing, git, bases de données, excel",nan,cdi,,,tarik
data protection officer,2023-01-18,bondoufle,outils,nan,cdi,,,tarik
data scientist,2023-01-18,le plessis robinson,"python, communication, machine learning, java, spark",nan,cdi,,,tarik
manager,2023-01-18,le plessis robinson,"communication, marketing, plm, git, sécurité",nan,cdi,,,tarik
data scientist,2023-01-19,pantin,"python, big data, outils, intelligence artificielle, validation, power bi, excel",bnpparibas,cdi,38000.0,45000.0,tarik
business analyst,2023-01-26,paris,"sql, agile, test, recette, outils, data management, support, sas, vba",f.b.h.associes,cdi,45000.0,90000.0,tarik
développeur data processing   informatique de gestion ,2023-01-19,paris,"agile, java, scrum, scala, c#, devops, sécurité",penelope kavaliauskas,cdi,45000.0,60000.0,tarik
responsable,2023-01-18,paris,"communication, réseaux sociaux, réseaux, web",business & decision corporate services,cdi,,,tarik
développeurse java  big data   informatique de gestion ,2023-01-18,paris,"test, big data, hadoop, git, support, java, web, spring, j2ee, spark",accelite,cdi,,,tarik
développeurse java  big data   informatique de gestion ,2023-01-18,paris,"test, big data, hadoop, git, support, java, web, spring, j2ee, spark",accelite,cdi,,,tarik
tech lead data bi intégration talend  board  sap bw   maîtrise d'ouvrage et fonctionnel ,2023-01-24,rueil malmaison,"outils, git, bases de données, support, sap, ios, talend, etl",mitsubishi electric europe b.v. france,cdi,,,tarik
chef de projet,2023-01-25,paris,"python, sql, outils, data management, business intelligence, excel",datatorii,cdi,45000.0,55000.0,tarik
data engineer,2023-01-18,paris,"python, sql, test, hadoop, java, scala, web, excel, etl",sciam,cdd,48000.0,60000.0,tarik
data analyst,2023-01-18,paris,"git, tableau",dogfinance,cdd,,,tarik
data scientist,2023-01-18,paris,"python, machine learning, java, web",rd2 conseil,cdi,,,tarik
manager,2023-01-20,paris,git,nan,cdi,,,tarik
data analyst,2023-01-18,paris,"big data, outils",nan,cdi,,,tarik
directeur data  product management 70110k€ ,2023-01-18,paris,big data,nan,cdi,,,tarik
data scientist,2023-01-17,massy,"python, sql, outils, machine learning, cloud",nan,cdi,,,tarik
data analyst,2023-01-17,,"big data, saas, data management, machine learning, git",l2c,nan,70000.0,85000.0,tarik
tech lead data ,2023-01-17,paris,"python, agile, big data, outils, validation, git, java, power bi, spring, cloud, qlik, android, devops, qlikview, sécurité, php, symfony, jenkins, j2ee, ios, talend, nlp",ilyeum,cdi,,,tarik
product owner data ,2023-01-17,,"sql, agile, recette, communication, scrum, cloud, etl",frg technology consulting,nan,,,tarik
data scientist,2023-01-17,,"outils, communication, c++",air france,nan,,,tarik
data analyst,2023-01-17,chateaufort,"python, sql, outils, data management, bases de données, sas, power bi, vba, excel",colas france - territoire ile-de-france normandie,cdi,,,tarik
data analyst,2023-01-17,courbevoie,"recette, outils, git",nan,cdi,,,tarik
responsable,2023-01-17,asnieres sur seine,"outils, data management, bases de données, support, sap, excel",nan,cdd,,,tarik
data analyst,2023-01-17,paris,"python, sql, test, big data, outils, marketing, data management, git, bases de données, scala, tableau",nan,cdd,,,tarik
manager,2023-01-17,paris,"python, sql, big data, outils, marketing, data management, business intelligence, git, scala, qlik, tableau, qlikview, etl, tensorflow, keras",nan,cdi,,,tarik
consultant,2023-01-17,sevres,,crayon france,cdi,,,tarik
consultant,2023-01-17,sevres,,crayon france,cdi,,,tarik
chef de projet,2023-01-17,trappes,acquisition,saint quentin en yvelines,cdi,,,tarik
consultant,2023-01-24,issy les moulineaux,"sql, agile, test, recette, hadoop, data management, support, t-sql, sas, power bi, sql server, oracle, mysql, postgresql, cloud, devops, sécurité, data quality, talend, etl",cat-amania,cdi,,,tarik
data scientist,2023-01-17,nanterre,"python, machine learning, git, cloud, devops, excel, spark",dogfinance,cdi,,,tarik
directeur projet  data et computer vision   commercial ,2023-01-17,paris,agile,geoffre charbonnel cecile yolande,cdi,47000.0,63000.0,tarik
"ingénieur data   système, réseaux, données ",2023-01-24,st aubin,"agile, big data, outils, acquisition, devops",synchrotron soleil,cdd,,,tarik
data engineer,2023-01-17,paris,"agile, test, big data, hadoop, git, scala, spark",scient,cdd,,,tarik
chef de projet,2023-01-17,levallois perret,"agile, test, outils, git",micropole,cdi,,,tarik
data analyst,2023-01-26,arcueil,"python, sql, outils, marketing, git, support, power bi, excel, crm",aquantis,cdi,40000.0,50000.0,tarik
consultant,2023-01-17,levallois perret,"outils, git, sap, sécurité, ios",micropole,cdi,,,tarik
consultant,2023-01-17,levallois perret,"outils, data management, git, cloud, excel, salesforce, ios, etl",micropole,cdi,,,tarik
data analyst,2023-01-17,paris,"sql, agile, nosql, git, power bi, tableau, c#, devops, sécurité, etl, crm",epsa corporate,cdi,,,tarik
data analyst,2023-01-17,chateaufort,"python, sql, outils, data management, bases de données, réseaux sociaux, réseaux, sas, power bi, vba, excel",colas france - territoire ile-de-france normandie,cdi,,,tarik
tech lead data gcp   informatique de gestion ,2023-01-17,boulogne billancourt,"python, git, crm",geser best,cdi,35000.0,45000.0,tarik
alternance,2023-01-17,paris,"sql, marketing, validation, data management, git, support, power bi, tableau, data quality, crm",epsa corporate,cdi,,,tarik
consultant,2023-01-17,levallois perret,"data management, git, cloud, excel, salesforce",micropole,intérim,,,tarik
"développeur.se big data   système, réseaux, données ",2023-01-17,paris,"sql, agile, test, big data, hadoop, git, java, postgresql, cloud, spark",novencia group,cdi,,,tarik
"data architect   système, réseaux, données ",2023-01-17,levallois perret,"big data, paas, validation, git, cloud, excel, salesforce, etl",micropole,cdi,,,tarik
"adjoint au chef de département data   système, réseaux, données ",2023-01-17,paris,"python, outils, machine learning, réseaux, tableau, moa",île-de-france mobilités,cdd,35000.0,72000.0,tarik
responsable,2023-01-17,ivry sur seine,"communication, validation, moe, moa, excel, crm",945710-docapost,cdi,,,tarik
responsable,2023-01-17,ivry sur seine,"communication, validation, moe, moa, excel, crm",945710-docapost,cdi,,,tarik
tech lead big data ,2023-01-17,issy les moulineaux,"sql, agile, outils, hadoop, git, support, scrum, scala, postgresql, tableau, moe, moa, vmware, jenkins, spark",752675-paris direction du numerique,cdi,,,tarik
charge d'etudes actuarielles data et pilotage confirmé  ,2023-01-17,paris,"agile, recette, communication, tableau",nan,intérim,,,tarik
gestionnaire data center ,2023-01-17,ivry sur seine,sécurité,945710-docapost,cdi,,,tarik
directeur de clientèle   nm data ,2023-01-16,ile de france,"marketing, web",nm data,cdi,,,tarik
data scientist,2023-01-16,levallois perret,"test, outils, marketing, sas, ios",mediametrie,cdi,,,tarik
data analyst,2023-01-16,paris,"sql, test, recette, outils, business intelligence, git, bases de données, support, oracle, etl",talents it,intérim,,,tarik
manager,2023-01-16,paris,"data management, git",nan,cdi,,,tarik
data ingénieur,2023-01-16,issy les moulineaux,"big data, git",artialys,cdi,,,tarik
architecte,2023-01-16,noisy le grand,"paas, support, cloud, talend, etl",ratp,cdi,,,tarik
consultant,2023-01-16,bobigny,"data management, data quality",gfi informatique,cdd,40000.0,58000.0,tarik
data scientist,2023-01-16,nanterre,"python, machine learning, sas",axa france,cdi,,,tarik
consultant,2023-01-16,paris,"python, agile, test, recette, power bi, etl",hays france,cdi,,,tarik
data analyst,2023-01-16,guyancourt,"python, outils, ios",serma ingenierie,cdi,,,tarik
data analyst,2023-01-16,courbevoie,"big data, outils, excel",dekra personnel france,cdi,35000.0,45000.0,tarik
data analyst,2023-01-16,paris,"python, sql, outils, intelligence artificielle",banque de france,intérim,,,tarik
data analyst,2023-01-16,montrouge,"sql, agile, outils, marketing, bases de données, power bi, sql server, ios",datavalue consulting,cdi,38000.0,45000.0,tarik
data scientist,2023-01-16,paris,"python, agile, hadoop, scrum, réseaux, cloud, devops, excel",nan,cdi,45000.0,60000.0,tarik
data scientist,2023-01-16,massy,"agile, test, outils, communication, machine learning, cloud, devops, excel",carrefour,cdd,,,tarik
pmo data   informatique de gestion ,2023-01-16,paris,"outils, communication, git, support, ios",citech,cdi,40000.0,55000.0,tarik
pmo data   informatique de gestion ,2023-01-16,paris,"outils, communication, git, support, ios",citech,cdi,40000.0,55000.0,tarik
data analyst,2023-01-18,paris,"python, sql, outils, vba",nan,cdi,,,tarik
data scientist,2023-01-14,massy,"agile, test, outils, communication, machine learning, cloud, devops, excel",nan,cdi,,,tarik
data analyst,2023-01-14,neuilly sur seine,"support, sap, power bi, cloud, tableau",imagreen,cdd,,,tarik
data analyst,2023-01-14,paris,"sql, outils, validation, sap, power bi, excel",nan,cdi,,,tarik
data analyst,2023-01-14,paris,"python, sql, test, outils, vba",nan,cdi,,,tarik
data analyst,2023-01-14,paris,excel,nan,cdi,,,tarik
data scientist,2023-01-14,paris  dept,outils,nan,cdi,,,tarik
data scientist,2023-01-14,nanterre,"python, machine learning, sas",axa france,cdi,,,tarik
pilote de projets data  ,2023-01-13,,"outils, data management, vba, excel",nan,nan,,,tarik
consultant,2023-01-13,,"python, agile, test, recette, power bi, etl",nan,nan,,,tarik
data scientist,2023-01-13,paris,"python, big data, outils, communication, marketing, business intelligence, machine learning, sas, qlik",nan,cdi,,,tarik
manager,2023-01-13,paris,"python, sql, test, outils, nosql, iaas, paas, machine learning, git, java, unix, cloud, c++, linux, unix, sécurité",nan,cdi,,,tarik
data scientist,2023-01-13,bezons,"python, sql, test, outils, communication, nosql, bases de données, excel",nan,cdi,,,tarik
data analyst,2023-01-13,wissous,"outils, qlik, tableau, qlikview, excel",michael page international france,cdd,40000.0,45000.0,tarik
data analyst,2023-01-13,paris,"python, sql, big data, communication, hadoop, data management, bases de données, cloud, tableau",bia consulting,cdi,,,tarik
data engineer,2023-01-13,neuilly sur seine,"recette, data management",apgar,cdi,,,tarik
"lead data architect   système, réseaux, données ",2023-01-13,paris,"agile, big data, outils, communication, paas, data management, git, cloud, data quality",ratp,cdi,,,tarik
consultant,2023-01-13,paris,"agile, test, outils, validation, git",cgi france,cdi,,,tarik
data analyst,2023-01-13,paris,"python, sql, test, git, sap, cloud, spark",jobs_that_makesense,intérim,,,tarik
data analyst,2023-01-13,paris,"python, sql, test, git, sap, cloud, spark",jobs_that_makesense,cdd,,,tarik
ingenieur,2023-01-13,rosny sous bois,"python, sql, outils, nosql, hadoop, machine learning, java, scala, cloud, spark",general de gaulle,cdd,33000.0,38000.0,tarik
data analyst,2023-01-13,paris,"python, test, outils, communication, validation, sas, excel",agathe redier,cdi,,,tarik
"un·e chef·fe de projet ""open data""   système, réseaux, données ",2023-01-13,bobigny,"outils, web",cd 93,cdi,,,tarik
"ingénieure big data   système, réseaux, données ",2023-01-13,paris,"python, big data, hadoop, java, scala, linux, spark",cgilanum,cdi,45000.0,55000.0,tarik
expert,2023-01-13,boulogne billancourt,"agile, test, recette, outils, communication, validation, réseaux, windows, oracle, network, linux, sécurité, ios",davidson,cdi,45000.0,75000.0,tarik
data engineer,2023-01-13,neuilly sur seine,"sql, agile, test, outils, hadoop, data management, java, sql server, oracle, cloud, devops, jenkins, j2ee, spark",apgar,intérim,,,tarik
data analyst,2023-01-13,paris,"sql, outils, power bi, qlik, tableau",sendinblue,cdi,,,tarik
data scientist,2023-01-13,paris,"python, outils, communication, marketing, business intelligence, sas, qlik",la banque postale,cdi,,,tarik
data analyst,2023-01-13,champs sur marne,"python, sql, outils, communication, machine learning, git, bases de données, réseaux, sap, linux, ios",cstb,cdi,,,tarik
chef de projet,2023-01-13,nanterre,"agile, outils, communication, validation, git, cloud",new net 3d,cdi,,,tarik
expert,2023-01-13,paris,git,nan,cdi,,,tarik
manager,2023-01-13,courbevoie,"outils, intelligence artificielle, business intelligence, git, excel, ios",nan,cdi,,,tarik
manager,2023-01-13,,"test, validation, data management, bases de données, sas",nan,nan,30000.0,50000.0,tarik
architecte,2023-01-13,lisses,"sql, agile, communication, nosql, data management, git, sap, talend",nan,cdi,,,tarik
data & web analyst   ,2023-01-13,,"sql, communication, web, crm",nan,nan,,,tarik
data scientist,2023-01-13,magny les hameaux,"python, sql, agile, communication, nosql, machine learning, bases de données, support, cloud, ios",nan,cdi,,,tarik
data analyst,2023-01-13,melun,"sql, test, outils, communication, git, bases de données, support, tableau",nan,cdd,,,tarik
data scientist,2023-01-13,magny les hameaux,"python, sql, intelligence artificielle, nosql, machine learning, git, excel",nan,cdi,,,tarik
manager,2023-01-18,le kremlin bicetre,"intelligence artificielle, bases de données, support, réseaux, excel, ios",nan,cdi,,,tarik
manager,2023-01-18,le kremlin bicetre,"intelligence artificielle, bases de données, support, réseaux, excel, ios",nan,cdi,,,tarik
ingénieure  ingénieur data science ,2023-01-13,saclay,"python, outils, intelligence artificielle, marketing, machine learning, ios",nan,cdi,,,tarik
data analyst,2023-01-13,champs sur marne,"python, sql, outils, machine learning, bases de données, réseaux, sap",cstb,cdi,,,tarik
business analyst,2023-01-13,montrouge,"python, machine learning, data quality",mp,cdi,70000.0,75000.0,tarik
ingénieur software data r&d ,2023-01-13,montrouge,"agile, machine learning, etl",mp,cdi,70000.0,80000.0,tarik
expert,2023-01-13,puteaux,"communication, data management, support, web, etl",mp,cdd,60000.0,65000.0,tarik
manager,2023-01-13,pantin,"outils, support, cloud, sécurité, excel",mp,cdi,70000.0,85000.0,tarik
data analyst,2023-01-13,,"outils, excel",mp,nan,40000.0,46000.0,tarik
manager,2023-01-13,bobigny,"outils, support, cloud, sécurité, excel",mp,cdi,70000.0,85000.0,tarik
chef de projet,2023-01-13,corbeil essonnes,"data management, git, bases de données, salesforce",mp,cdi,43000.0,48000.0,tarik
data analyst,2023-01-13,,"test, outils, bases de données, support, sap, tableau",mp,nan,40000.0,45000.0,tarik
responsable,2023-01-13,bobigny,"big data, outils, communication, marketing, validation, scrum",mp,cdi,55000.0,65000.0,tarik
business analyst,2023-01-13,,"marketing, support, excel",mp,nan,155988.0,207984.0,tarik
manager,2023-01-13,,"sql, git, bases de données, web, qlik, sécurité, talend, etl",mp,nan,48000.0,50000.0,tarik
ingénieur big data ,2023-01-13,,"sql, test, big data, support, sas, excel, ios, etl",mp,nan,45000.0,60000.0,tarik
analyste métier confirmé  data steward ,2023-01-12,courbevoie,"agile, big data, outils, hadoop",nan,cdi,,,tarik
manager,2023-01-12,nanterre,"sql, outils, communication, support, sap, sql server, tableau, data quality, talend, etl",louvre hotels,cdi,,,tarik
responsable,2023-01-24,asnieres sur seine,"outils, data management, bases de données, support, sap, excel",fed supply,cdi,,,tarik
data analyst,2023-01-12,paris,excel,nan,cdi,,,tarik
data analyst,2023-01-12,courbevoie,"sql, big data, outils, communication, data management, git, support, excel",nan,cdi,,,tarik
data analyst,2023-01-12,courbevoie,"sql, big data, outils, communication, data management, git, support, excel",nan,cdi,,,tarik
data analyst,2023-01-12,suresnes,"outils, business intelligence, git, support, excel, crm",randstad search,cdi,,,tarik
"ingénieur data   système, réseaux, données ",2023-01-12,paris,"python, agile, test, outils, git, jenkins",confidentiel,cdi,45000.0,55000.0,tarik
data analyst,2023-01-12,paris,"python, agile, test, big data, outils, communication, saas, business intelligence, git, scrum, acquisition, sap, cloud, tableau, spark",caisse des depots et consignations,cdi,,,tarik
"ingénieur big data  telecom, média & entertainment  paris   système, réseaux, données ",2023-01-12,paris,"python, agile, big data, intelligence artificielle, hadoop, git, java, scrum, cloud, devops, etl, spark",dogfinance,cdi,,,tarik
data analyst,2023-01-12,issy les moulineaux,"agile, big data, java, scala, c++, spark",capgemini technology services,cdi,,,tarik
